id,lon,lat,altitiude,file
1,-78.4825,-0.2,2800.0,IMG_0944.JPG
2,-78.48611111111111,-0.19805555555555554,2790.0,IMG_0945.JPG
3,-78.48666666666666,-0.19749999999999998,2778.0,IMG_0946.JPG
4,-78.48666666666666,-0.19777777777777777,2782.0,IMG_0947.JPG
5,-78.48666666666666,-0.19777777777777777,2780.0,IMG_0948.JPG
6,-78.48666666666666,-0.19777777777777777,2778.0,IMG_0949.JPG
7,-78.48666666666666,-0.19777777777777777,2777.0,IMG_0950.JPG
8,-78.48666666666666,-0.19777777777777777,2776.0,IMG_0951.JPG
9,-78.48666666666666,-0.19777777777777777,2774.0,IMG_0952.JPG
10,-78.4875,-0.19749999999999998,2770.0,IMG_0953.JPG
11,-78.48722222222223,-0.19749999999999998,2772.0,IMG_0954.JPG
12,-78.48777777777778,-0.19722222222222222,2787.0,IMG_0955.JPG
13,-78.48916666666666,-0.19722222222222222,2788.0,IMG_0956.JPG
14,-78.48916666666666,-0.19722222222222222,2784.0,IMG_0957.JPG
15,-78.48916666666666,-0.19666666666666666,2784.0,IMG_0958.JPG
16,-78.48916666666666,-0.19666666666666666,2785.0,IMG_0959.JPG
17,-78.48916666666666,-0.19666666666666666,2780.0,IMG_0960.JPG
18,-78.48944444444444,-0.19694444444444442,2771.0,IMG_0961.JPG
19,-78.49,-0.19694444444444442,2773.0,IMG_0962.JPG
20,-78.49,-0.19722222222222222,2778.0,IMG_0963.JPG
21,-78.49,-0.19722222222222222,2778.0,IMG_0964.JPG
22,-78.49,-0.19722222222222222,2780.0,IMG_0965.JPG
23,-78.48972222222223,-0.19722222222222222,2780.0,IMG_0966.JPG
24,-78.4888888888889,-0.19777777777777777,2770.0,IMG_0967.JPG
25,-78.4888888888889,-0.19777777777777777,2768.0,IMG_0968.JPG
26,-78.48805555555556,-0.19777777777777777,2781.0,IMG_0969.JPG
27,-78.4875,-0.19777777777777777,2741.0,IMG_0970.JPG
28,-78.4863888888889,-0.19777777777777777,2775.0,IMG_0971.JPG
29,-78.4863888888889,-0.19916666666666666,2778.0,IMG_0972.JPG
30,-78.48722222222223,-0.1986111111111111,2748.0,IMG_0973.JPG
31,-78.48972222222223,-0.19777777777777777,2770.0,IMG_0974.JPG
32,-78.48833333333333,-0.19888888888888887,2793.0,IMG_0975.JPG
33,-78.4875,-0.20055555555555557,2795.0,IMG_0976.JPG
34,-78.48722222222223,-0.19944444444444442,2786.0,IMG_0977.JPG
35,-78.48777777777778,-0.19916666666666666,2782.0,IMG_0978.JPG
36,-78.48861111111111,-0.2,2777.0,IMG_0979.JPG
37,-78.48805555555556,-0.20027777777777778,2792.0,IMG_0981.JPG
38,-78.48861111111111,-0.20222222222222222,2787.0,IMG_0982.JPG
39,-78.48861111111111,-0.20194444444444445,2777.0,IMG_0983.JPG
40,-78.48944444444444,-0.20055555555555557,2781.0,IMG_0984.JPG
41,-78.49,-0.20055555555555557,2795.0,IMG_0985.JPG
42,-78.49138888888889,-0.20055555555555557,2771.0,IMG_0986.JPG
43,-78.49111111111111,-0.20083333333333334,2772.0,IMG_0987.JPG
44,-78.49111111111111,-0.20083333333333334,2787.0,IMG_0988.JPG
45,-78.4925,-0.20027777777777778,2795.0,IMG_0989.JPG
46,-78.49333333333334,-0.2,2797.0,IMG_0990.JPG
47,-78.49333333333334,-0.2,2786.0,IMG_0991.JPG
48,-78.49416666666667,-0.19972222222222222,2782.0,IMG_0992.JPG
49,-78.49416666666667,-0.19972222222222222,2794.0,IMG_0993.JPG
50,-78.49416666666667,-0.19972222222222222,2794.0,IMG_0994.JPG
51,-78.49583333333334,-0.19916666666666666,2793.0,IMG_0995.JPG
52,-78.49583333333334,-0.19916666666666666,2787.0,IMG_0996.JPG
53,-78.4961111111111,-0.19888888888888887,2787.0,IMG_0997.JPG
54,-78.4961111111111,-0.19888888888888887,2809.0,IMG_0998.JPG
55,-78.4961111111111,-0.1986111111111111,2806.0,IMG_0999.JPG
56,-78.49666666666667,-0.19972222222222222,2788.0,IMG_1001.JPG
57,-78.49638888888889,-0.19972222222222222,2792.0,IMG_1002.JPG
58,-78.49666666666667,-0.19944444444444442,2805.0,IMG_1003.JPG
59,-78.49666666666667,-0.19944444444444442,2798.0,IMG_1004.JPG
60,-78.49666666666667,-0.19944444444444442,2799.0,IMG_1005.JPG
61,-78.49666666666667,-0.19944444444444442,2798.0,IMG_1006.JPG
62,-78.49833333333333,-0.1986111111111111,2794.0,IMG_1007.JPG
63,-78.49805555555555,-0.1986111111111111,2775.0,IMG_1008.JPG
64,-78.49833333333333,-0.1983333333333333,2803.0,IMG_1009.JPG
65,-78.49833333333333,-0.1983333333333333,2803.0,IMG_1010.JPG
66,-78.49833333333333,-0.1983333333333333,2805.0,IMG_1011.JPG
67,-78.49805555555555,-0.19805555555555554,2808.0,IMG_1012.JPG
68,-78.49805555555555,-0.19805555555555554,2811.0,IMG_1013.JPG
69,-78.49888888888889,-0.1983333333333333,2807.0,IMG_1014.JPG
70,-78.49916666666667,-0.19805555555555554,2799.0,IMG_1015.JPG
71,-78.49916666666667,-0.19805555555555554,2803.0,IMG_1016.JPG
72,-78.5,-0.19722222222222222,2803.0,IMG_1017.JPG
73,-78.5,-0.19749999999999998,2802.0,IMG_1018.JPG
74,-78.49972222222222,-0.19694444444444442,2805.0,IMG_1019.JPG
75,-78.49972222222222,-0.1961111111111111,2835.0,IMG_1020.JPG
76,-78.49972222222222,-0.1961111111111111,2824.0,IMG_1021.JPG
77,-78.49972222222222,-0.1961111111111111,2824.0,IMG_1022.JPG
78,-78.5,-0.19694444444444442,2801.0,IMG_1023.JPG
79,-78.5,-0.19694444444444442,2823.0,IMG_1024.JPG
80,-78.50083333333333,-0.20222222222222222,2809.0,IMG_1025.JPG
81,-78.50111111111111,-0.20194444444444445,2886.0,IMG_1026.JPG
82,-78.50111111111111,-0.20222222222222222,2862.0,IMG_1027.JPG
83,-78.50111111111111,-0.20222222222222222,2850.0,IMG_1028.JPG
84,-78.50111111111111,-0.20222222222222222,2825.0,IMG_1029.JPG
85,-78.50083333333333,-0.20222222222222222,2784.0,IMG_1030.JPG
86,-78.50027777777778,-0.20222222222222222,2791.0,IMG_1031.JPG
87,-78.50027777777778,-0.2025,2788.0,IMG_1032.JPG
88,-78.49972222222222,-0.20222222222222222,2804.0,IMG_1033.JPG
89,-78.49944444444445,-0.2025,2797.0,IMG_1034.JPG
90,-78.49916666666667,-0.20277777777777778,2808.0,IMG_1035.JPG
91,-78.49916666666667,-0.20277777777777778,2808.0,IMG_1036.JPG
92,-78.49833333333333,-0.2016666666666667,2805.0,IMG_1039.JPG
93,-78.49833333333333,-0.2016666666666667,2796.0,IMG_1040.JPG
94,-78.49777777777778,-0.20194444444444445,2792.0,IMG_1041.JPG
95,-78.4975,-0.2016666666666667,2797.0,IMG_1042.JPG
96,-78.4975,-0.2016666666666667,2798.0,IMG_1043.JPG
97,-78.4975,-0.2016666666666667,2800.0,IMG_1044.JPG
98,-78.49777777777778,-0.20222222222222222,2790.0,IMG_1045.JPG
99,-78.49777777777778,-0.20222222222222222,2776.0,IMG_1046.JPG
100,-78.49777777777778,-0.20194444444444445,2777.0,IMG_1047.JPG
101,-78.4975,-0.20222222222222222,2789.0,IMG_1048.JPG
102,-78.4975,-0.20222222222222222,2797.0,IMG_1049.JPG
103,-78.49722222222222,-0.2025,2790.0,IMG_1050.JPG
104,-78.49694444444445,-0.2025,2788.0,IMG_1051.JPG
105,-78.49638888888889,-0.2016666666666667,2794.0,IMG_1052.JPG
106,-78.49638888888889,-0.2013888888888889,2790.0,IMG_1053.JPG
107,-78.49666666666667,-0.2013888888888889,2797.0,IMG_1054.JPG
108,-78.49694444444445,-0.2013888888888889,2788.0,IMG_1055.JPG
109,-78.49722222222222,-0.2013888888888889,2788.0,IMG_1056.JPG
110,-78.49722222222222,-0.2013888888888889,2791.0,IMG_1057.JPG
111,-78.4975,-0.20111111111111113,2792.0,IMG_1058.JPG
112,-78.4961111111111,-0.20277777777777778,2831.0,IMG_1059.JPG
113,-78.4961111111111,-0.20277777777777778,2807.0,IMG_1060.JPG
114,-78.49555555555555,-0.20305555555555557,2796.0,IMG_1061.JPG
115,-78.49555555555555,-0.20305555555555557,2796.0,IMG_1062.JPG
116,-78.49555555555555,-0.20305555555555557,2795.0,IMG_1063.JPG
117,-78.49555555555555,-0.20305555555555557,2781.0,IMG_1064.JPG
118,-78.49555555555555,-0.20333333333333334,2794.0,IMG_1065.JPG
119,-78.49527777777777,-0.20305555555555557,2777.0,IMG_1066.JPG
120,-78.495,-0.20333333333333334,2775.0,IMG_1067.JPG
121,-78.495,-0.20333333333333334,2775.0,IMG_1068.JPG
122,-78.49444444444444,-0.2038888888888889,2786.0,IMG_1069.JPG
123,-78.49444444444444,-0.2038888888888889,2779.0,IMG_1070.JPG
124,-78.49472222222222,-0.20361111111111113,2802.0,IMG_1071.JPG
125,-78.49444444444444,-0.20361111111111113,2796.0,IMG_1072.JPG
126,-78.49416666666667,-0.2025,2787.0,IMG_1073.JPG
127,-78.49388888888889,-0.2025,2780.0,IMG_1074.JPG
128,-78.49388888888889,-0.2025,2784.0,IMG_1075.JPG
129,-78.49138888888889,-0.20111111111111113,2787.0,IMG_1076.JPG
130,-78.49444444444444,-0.2025,2787.0,IMG_1077.JPG
131,-78.49305555555556,-0.20472222222222222,2823.0,IMG_1078.JPG
132,-78.49305555555556,-0.20500000000000002,2788.0,IMG_1079.JPG
133,-78.49222222222222,-0.20583333333333334,2799.0,IMG_1080.JPG
134,-78.49222222222222,-0.20555555555555557,2784.0,IMG_1081.JPG
135,-78.49222222222222,-0.20555555555555557,2784.0,IMG_1082.JPG
136,-78.49222222222222,-0.20555555555555557,2790.0,IMG_1083.JPG
137,-78.49277777777777,-0.20611111111111113,2773.0,IMG_1084.JPG
138,-78.4925,-0.20611111111111113,2779.0,IMG_1085.JPG
139,-78.4925,-0.20611111111111113,2779.0,IMG_1086.JPG
140,-78.49222222222222,-0.20611111111111113,2779.0,IMG_1087.JPG
141,-78.49194444444444,-0.20666666666666667,2788.0,IMG_1088.JPG
142,-78.49166666666667,-0.20694444444444446,2779.0,IMG_1089.JPG
143,-78.49166666666667,-0.20694444444444446,2783.0,IMG_1090.JPG
144,-78.49138888888889,-0.20750000000000002,2792.0,IMG_1091.JPG
145,-78.49138888888889,-0.20750000000000002,2789.0,IMG_1092.JPG
146,-78.49083333333333,-0.20805555555555558,2789.0,IMG_1093.JPG
147,-78.49083333333333,-0.20805555555555558,2793.0,IMG_1094.JPG
148,-78.49083333333333,-0.20805555555555558,2795.0,IMG_1095.JPG
149,-78.49027777777778,-0.20805555555555558,2800.0,IMG_1096.JPG
150,-78.49027777777778,-0.20805555555555558,2801.0,IMG_1097.JPG
151,-78.49027777777778,-0.20805555555555558,2800.0,IMG_1098.JPG
152,-78.49027777777778,-0.20805555555555558,2803.0,IMG_1100.JPG
153,-78.49,-0.20805555555555558,2801.0,IMG_1101.JPG
154,-78.48944444444444,-0.20833333333333334,2805.0,IMG_1102.JPG
155,-78.48916666666666,-0.20833333333333334,2806.0,IMG_1103.JPG
156,-78.4888888888889,-0.20833333333333334,2804.0,IMG_1104.JPG
157,-78.4888888888889,-0.20833333333333334,2803.0,IMG_1105.JPG
158,-78.48861111111111,-0.20833333333333334,2802.0,IMG_1106.JPG
159,-78.4875,-0.20777777777777778,2795.0,IMG_1107.JPG
160,-78.48583333333333,-0.20805555555555558,2790.0,IMG_1108.JPG
